Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"NK, Department of Neurosurgery",B05BB01,747931,Natriumklorid isotonisk SAD,9,infusionsvæske,250 ml,6958.3,467.0,730.1,49.0,44.7,3.0,44.7,3.0,178.8,12.0,,,134.1,9.0,74.5,5.0,,,417.2,28.0,253.3,17.0,,,879.1,59.0,,,,,834.4,56.0,,,59.6,4.0,,,,,,,29.8,2.0,119.2,8.0,104.3,7.0,104.3,7.0,89.4,6.0,104.3,7.0,74.5,5.0,29.8,2.0,44.7,3.0,,,149.0,10.0,,,223.5,15.0,74.5,5.0,178.8,12.0,59.6,4.0,89.4,6.0,163.9,11.0,89.4,6.0,29.8,2.0,178.8,12.0,223.5,15.0,74.5,5.0,312.9,21.0,104.3,7.0,59.6,4.0,29.8,2.0,44.7,3.0,,,,,298.0,20.0,223.5,15.0,250.0,1.0,IV,GL,"['B05BB01', '9', 'GL', 'IV']",467.0
"NK, Department of Neurosurgery",B05XA03,745968,Natriumklorid SAD,1,konc.t.inf.væsk.opl.,50 ml PL x10,18093.0,40.0,1317.0,3.0,1317.0,3.0,439.0,1.0,,,8780.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,4.0,,,,,,,,,1920.0,4.0,,,2400.0,5.0,,,50.0,10.0,IV,MOM,"['B05XA03', '1', 'MOM', 'IV']",400.0
"NK, Department of Neurosurgery",C01DA02,526624,Nitrolingual,"0,4",sublingualspray,200 doser,104.82,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.41,1.0,52.41,1.0,,,,,0.0,200.0,SL,MGD,"['C01DA02', '0,4', 'MGD', 'SL']",400.0
"NK, Department of Neurosurgery",C01DA02,531020,Glytrin,"0,4",sublingualspray,200 doser,42.97,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.97,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.0,SL,MGD,"['C01DA02', '0,4', 'MGD', 'SL']",200.0
"NK, Department of Neurosurgery",C02AB01,870927,Aldomet (ls),250,tabletter,60 stk.,1083.38,8.0,,,,,,,,,,,294.46,2.0,,,,,147.23,1.0,,,,,294.46,2.0,,,,,,,147.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,OR,MG,"['C02AB01', '250', 'MG', 'OR']",480.0
"NK, Department of Neurosurgery",C02AB01,871424,Aldomet (ls),250,tabletter,60 stk.,2815.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,2.0,,,640.0,4.0,,,,,160.0,1.0,,,,,480.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,2.0,,,,,,,,,270.0,2.0,405.0,3.0,270.0,2.0,,,0.0,60.0,OR,MG,"['C02AB01', '250', 'MG', 'OR']",1140.0
"NK, Department of Neurosurgery",C03CA01,54293,Furosemid Accord,10,"inj.-/inf.vsk.,opl.",10 x 2 ml,668.36,28.0,,,,,,,,,,,,,,,47.74,2.0,238.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.61,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,71.61,3.0,238.7,10.0,,,,,2.0,10.0,IMIV,MGM,"['C03CA01', '10', 'MGM', 'IMIV']",280.0
"NK, Department of Neurosurgery",C03CA01,510553,Furix,40,tabletter,100 stk.,19.58,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,1.0,,,,,,,,,,,,,,,,,,,,,,,9.82,1.0,,,,,,,0.0,100.0,OR,MG,"['C03CA01', '40', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",C05BA01,56533,Hirudoid,3,salve,1 tube a 40 g,419.0,10.0,,,,,,,,,41.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,1.0,,,,,41.9,1.0,,,,,,,,,,,,,,,41.9,1.0,,,,,,,,,,,,,41.9,1.0,41.9,1.0,,,,,,,,,,,,,41.9,1.0,,,41.9,1.0,,,,,,,83.8,2.0,,,40.0,1.0,KU,MGG,"['C05BA01', '3', 'MGG', 'KU']",10.0
"NK, Department of Neurosurgery",C07AB02,182416,Metoprololsuccinat Hexal,50,depottabletter,100 stk.,47.71,3.0,,,,,,,,,,,,,,,,,,,,,16.34,1.0,,,,,,,,,16.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,1.0,,,0.0,100.0,OR,MG,"['C07AB02', '50', 'MG', 'OR']",300.0
"NK, Department of Neurosurgery",C07AG01,410719,Labetalol S.A.L.F.,5,"inj.-/inf.vsk.,opl.",5 x 20 ml,17390.0,94.0,,,,,,,,,925.0,5.0,,,,,,,1850.0,10.0,,,,,,,,,,,,,,,,,1850.0,10.0,740.0,4.0,,,,,,,,,,,,,925.0,5.0,925.0,5.0,925.0,5.0,,,,,,,,,925.0,5.0,,,,,,,925.0,5.0,925.0,5.0,925.0,5.0,,,,,,,925.0,5.0,,,,,,,925.0,5.0,,,925.0,5.0,925.0,5.0,1850.0,10.0,,,20.0,5.0,IV,MGM,"['C07AG01', '5', 'MGM', 'IV']",470.0
"NK, Department of Neurosurgery",C07AA05,442026,Propranolol Retard Paranova,160,"depotkapsler, hårde",100 stk. (blister),446.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['C07AA05', '160', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",C08CA01,448413,Amlodipin Sandoz,5,tabletter,100 stk.,121.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,1.0,,,,,,,,,8.15,1.0,,,,,,,,,,,,,35.0,1.0,,,,,,,,,,,,,,,,,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,,,,,,,0.0,100.0,OR,MG,"['C08CA01', '5', 'MG', 'OR']",500.0
"NK, Department of Neurosurgery",C08CA02,117758,Felodipin HEXAL,"2,5",depottabletter,112 stk. (blister),54.32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112.0,OR,MG,"['C08CA02', '2,5', 'MG', 'OR']",112.0
"NK, Department of Neurosurgery",C08CA06,437049,Nimotop,30,filmovertrukne tabl.,100 stk. (blister),30447.38,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.32,4.0,2625.4,5.0,,,,,,,,,2625.4,5.0,1050.16,2.0,,,,,1575.24,3.0,,,1575.24,3.0,1575.24,3.0,1574.58,3.0,,,,,,,,,,,,,1049.72,2.0,1049.72,2.0,2624.3,5.0,,,,,1574.58,3.0,,,2099.44,4.0,,,,,3149.16,6.0,,,1049.72,2.0,1574.58,3.0,1574.58,3.0,,,0.0,100.0,OR,MG,"['C08CA06', '30', 'MG', 'OR']",5800.0
"NK, Department of Neurosurgery",C08CA06,470713,Nimotop,30,filmovertrukne tabl.,100 stk. (blister),16418.78,23.0,,,,,2855.44,4.0,,,3569.3,5.0,,,2141.58,3.0,,,,,3569.3,5.0,,,1427.72,2.0,,,2141.58,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.86,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['C08CA06', '30', 'MG', 'OR']",2300.0
"NK, Department of Neurosurgery",C08DA01,34125,Verapamil HEXAL,80,filmovertrukne tabl.,100 stk. (blister),56.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,1.0,,,,,,,,,,,0.0,100.0,OR,MG,"['C08DA01', '80', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",C09CA01,30468,Losarstad,50,filmovertrukne tabl.,98 stk. (blister),19.4,1.0,,,,,,,,,,,,,,,,,,,,,,,19.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98.0,OR,MG,"['C09CA01', '50', 'MG', 'OR']",98.0
"NK, Department of Neurosurgery",C09CA01,559951,Losartankalium KrKa,50,filmovertrukne tabl.,112 stk. (blister),27.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09,1.0,,,,,,,,,,,,,,,,,,,,,0.0,112.0,OR,MG,"['C09CA01', '50', 'MG', 'OR']",112.0
"NK, Department of Neurosurgery",C09CA06,587958,Kairasec,8,tabletter,98 stk. (blister),12.19,1.0,,,,,,,,,,,12.19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98.0,OR,MG,"['C09CA06', '8', 'MG', 'OR']",98.0
"NK, Department of Neurosurgery",C09AA02,408642,Enalapril Sandoz,5,tabletter,125 stk.,92.92,4.0,,,,,,,,,,,,,,,,,,,,,34.75,1.0,,,,,34.75,1.0,,,,,,,,,,,,,,,,,,,11.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,1.0,,,,,,,,,0.0,125.0,OR,MG,"['C09AA02', '5', 'MG', 'OR']",500.0
"NK, Department of Neurosurgery",C09AA05,425379,Ramipril Krka,"1,25",tabletter,100 stk. (blister),25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['C09AA05', '1,25', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",C10AA05,61388,Lipistad,10,filmovertrukne tabl.,100 stk. (blister),8.84,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,1.0,,,,,,,,,0.0,100.0,OR,MG,"['C10AA05', '10', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",C10AA05,166277,Lipistad,20,filmovertrukne tabl.,100 stk. (blister),22.97,2.0,,,,,,,,,,,,,,,,,10.97,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['C10AA05', '20', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",D01AC02,142364,Brentan,20,creme,Tube a 30 g,530.17,15.0,,,,,,,,,,,,,63.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.95,5.0,,,,,,,,,,,,,,,42.39,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.78,2.0,127.17,3.0,,,,,30.0,1.0,KU,MGG,"['D01AC02', '20', 'MGG', 'KU']",15.0
"NK, Department of Neurosurgery",D06BB03,461442,Acivir,50,creme,2 g,294.26,20.0,,,,,,,,,59.44,4.0,,,,,29.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,4.0,,,,,14.65,1.0,,,,,,,,,,,,,,,,,,,,,29.3,2.0,,,,,14.65,1.0,,,,,14.65,1.0,,,,,73.25,5.0,,,,,2.0,1.0,KU,MGG,"['D06BB03', '50', 'MGG', 'KU']",20.0
"NK, Department of Neurosurgery",D07AB02,400422,Locoid,"0,1",creme,30 g,114.48,4.0,,,,,,,,,,,,,,,,,,,,,,,57.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,KU,PC,"['D07AB02', '0,1', 'PC', 'KU']",4.0
"NK, Department of Neurosurgery",D07AC01,505890,Betnovate,1,creme,120 g,133.83,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.83,1.0,,,,,,,,,,,,,120.0,1.0,KU,MGG,"['D07AC01', '1', 'MGG', 'KU']",1.0
"NK, Department of Neurosurgery",D07AD01,380621,Dermovat,"0,5",salve,30 g,34.63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.63,1.0,,,,,,,,,,,,,30.0,1.0,KU,MGG,"['D07AD01', '0,5', 'MGG', 'KU']",1.0
"NK, Department of Neurosurgery",G02CB03,98702,Cabergolin Paranova,"0,5",tabletter,8 stk.,165.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,OR,MG,"['G02CB03', '0,5', 'MG', 'OR']",8.0
"NK, Department of Neurosurgery",G04CA01,45078,Alfuzosin Stada,10,depottabletter,90 stk. (blister),26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90.0,OR,MG,"['G04CA01', '10', 'MG', 'OR']",90.0
"NK, Department of Neurosurgery",G04CB02,135498,Dutasteride Medical Valley,"0,5","kapsler, bløde",30 stk. (blister),11.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['G04CB02', '0,5', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",H01BA02,60860,Nocutil,"0,1",tabletter,30 stk.,99.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['H01BA02', '0,1', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",H02AB02,517803,Dexavit,4,"inj.-/inf.vsk.,opl.",3 x 1 ml,1857.1,70.0,132.65,5.0,,,,,,,132.65,5.0,,,,,,,,,265.3,10.0,,,,,,,,,132.65,5.0,132.65,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.65,5.0,,,,,265.3,10.0,265.3,10.0,,,,,,,132.65,5.0,,,,,,,,,,,265.3,10.0,,,,,,,1.0,3.0,COIMIRIV,MGM,"['H02AB02', '4', 'MGM', 'COIMIRIV']",210.0
"NK, Department of Neurosurgery",H02AB04,533979,Solu-Medrol lactosefri,40,pulv.og sol.t.inj.op,1 to-delt htgl.+solv. u/kons.,658.88,29.0,113.6,5.0,,,,,,,181.76,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.76,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.76,8.0,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB04', '40', 'MG', 'IMIV']",0.0
"NK, Department of Neurosurgery",H02AB06,42448,Prednisolon Actavis,25,tabletter,100 stk.,762.5,3.0,,,254.18,1.0,508.32,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",300.0
"NK, Department of Neurosurgery",H02AB06,163096,Prednisolon EQL Pharma,25,tabletter,100 stk.,102.51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.51,1.0,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",H02AB06,164175,Prednisolon EQL Pharma,25,tabletter,100 stk.,203.92,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.92,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",H02AB06,398747,Prednisolon DAK,5,tabletter,100 stk.,38.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.42,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '5', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",J01CE02,87653,Pancillin,1,filmovertrukne tabl.,100 stk. (blister),36.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,1.0,,,,,,,,,,,,,0.0,100.0,OR,MIU,"['J01CE02', '1', 'MIU', 'OR']",100.0
"NK, Department of Neurosurgery",J01GB03,856890,Gentamicin Intrathecal (ls),5,injektionsvæske,5 x 1 ml,2838.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.0,4.0,,,,,,,,,,,,,,,,,1.0,5.0,IV,MGM,"['J01GB03', '5', 'MGM', 'IV']",30.0
"NK, Department of Neurosurgery",J01MA02,449510,Ciprofloxacin Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml (KabiPac),333.73,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.07,1.0,,,,,132.14,2.0,,,,,66.07,1.0,,,200.0,10.0,IV,MGM,"['J01MA02', '2', 'MGM', 'IV']",50.0
"NK, Department of Neurosurgery",J01MA14,117114,Moxifloxacin Krka,"1,6","inf.væske, opløsning",10 x 250 ml,609.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.34,1.0,,,,,,,,,,,,,,,,,250.0,10.0,IV,MGM,"['J01MA14', '1,6', 'MGM', 'IV']",10.0
"NK, Department of Neurosurgery",J01XD01,193605,Metronidazol Baxter Viaflo,5,"inf.væske, opløsning",60 x 100 ml,745.2,4.0,,,,,,,,,,,,,,,,,186.3,1.0,,,,,186.3,1.0,,,,,,,,,,,,,,,,,186.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.3,1.0,,,100.0,60.0,IV,MGM,"['J01XD01', '5', 'MGM', 'IV']",240.0
"NK, Department of Neurosurgery",J01XE01,101369,Nitrofurantoin DAK,50,tabletter,100 stk.,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01XE01', '50', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",J01XX08,69535,Linezolid Fresenius Kabi,2,"inf.væske, opløsning",10 x 300 ml,2764.98,9.0,307.22,1.0,2764.98,9.0,-1843.32,-6.0,,,,,,,614.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.44,2.0,,,307.22,1.0,,,,,300.0,10.0,IV,MGM,"['J01XX08', '2', 'MGM', 'IV']",90.0
"NK, Department of Neurosurgery",J02AC01,88086,Fluconazol Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml,346.47,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.49,1.0,,,115.49,1.0,200.0,10.0,IV,MGM,"['J02AC01', '2', 'MGM', 'IV']",30.0
"NK, Department of Neurosurgery",J02AA01,65943,AmBisome liposomal,50,"pu.kon.t.inf.vs,disp",10 stk.,91871.5,7.0,,,,,,,,,26249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65622.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IV,MG,"['J02AA01', '50', 'MG', 'IV']",70.0
"NK, Department of Neurosurgery",L04AX03,138608,Metex Pen,20,"inj.væske, opl., pen",1 stk.,62.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,SC,MG,"['L04AX03', '20', 'MG', 'SC']",1.0
"NK, Department of Neurosurgery",M03AC09,166497,Rocuronium Fresenius Kabi,10,"inj.-/inf.vsk.,opl.",10 x 5 ml,439.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.5,5.0,,,,,,,5.0,10.0,IV,MGM,"['M03AC09', '10', 'MGM', 'IV']",50.0
"NK, Department of Neurosurgery",M03BB03,86826,Klorzoxazon DAK,250,tabletter,100 stk.,1972.9,12.0,,,,,,,,,,,164.17,1.0,,,164.17,1.0,,,,,,,164.17,1.0,,,,,,,164.17,1.0,,,,,,,328.34,2.0,,,329.22,2.0,,,,,,,,,,,,,164.61,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,164.61,1.0,,,,,,,,,,,,,,,329.44,2.0,,,0.0,100.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",1200.0
"NK, Department of Neurosurgery",M03BB03,593511,Klorzoxazon DAK,250,tabletter,25 stk.,219.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8,4.0,,,,,,,,,,,0.0,25.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",M03BX01,23168,Baklofen Mylan,10,tabletter,200 stk.,32.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.0,OR,MG,"['M03BX01', '10', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",N01AX10,81821,Propolipid,10,"inj.-/inf.vsk.,emul",5 x 20 ml,79.84,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.84,4.0,,,,,,,20.0,5.0,IV,MGM,"['N01AX10', '10', 'MGM', 'IV']",20.0
"NK, Department of Neurosurgery",N01BB02,443122,Xylocain,10,"inj.væske, opløsning",5 x 20 ml,91.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72,1.0,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDIRIVPE,MGM,"['N01BB02', '10', 'MGM', 'EDIRIVPE']",10.0
