1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);B05BB01;547094;Natriumklorid B. Braun;9 mg/ml;inf.væske, opløsning;20 x 100 ml;199,56;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199,56;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);B05CB01;805538;Natriumklorid Fresenius Kabi;9 mg/ml;Skyllevæske;12 x 500 ml;3.969,00;0;49;;;;162;0;2;162;0;2;;;;;;;162;0;2;;;;;;;162;0;2;324;0;4;;;;162;0;2;;;;243;0;3;;;;;;;162;0;2;;;;;;;324;0;4;;;;;;;;;;324;0;4;;;;;;;;;;324;0;4;;;;;;;;;;;;;162;0;2;;;;;;;324;0;4;;;;;;;;;;243;0;3;;;;;;;;;;;;;243;0;3;;;;;;;162;0;2;;;;324;0;4;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);B05XA02;741157;Natriumbikarbonat SAD;1 mmol/ml;infusionskoncentrat;10 ml amp x10;51.532,35;19,5;195;3.927,75;1,5;15;;;;;;;2.644,70;1;10;;;;2.644,70;1;10;;;;;;;;;;2.644,70;1;10;2.644,70;1;10;;;;;;;2.644,70;1;10;;;;;;;3.967,05;1,5;15;;;;;;;;;;3.967,05;1,5;15;2.644,70;1;10;;;;;;;2.644,70;1;10;;;;;;;;;;3.967,05;1,5;15;;;;;;;;;;;;;2.644,70;1;10;;;;;;;;;;;;;2.644,70;1;10;;;;;;;;;;;;;;;;2.644,70;1;10;2.644,70;1;10;;;;;;;2.644,70;1;10;1.322,35;0,5;5;2.644,70;1;10;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);C01CA24;183660;Jext;300 mikrogram;inj.væske, opl., pen;1 stk.;519,44;1,2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519,44;1,2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);C01CA24;567460;Jext;150 mikrogram;inj.væske, opl., pen;1 stk.;519,44;0,6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519,44;0,6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);C01CA24;744425;Adrenalin SAD;1 mg/ml;injektionsvæske;1 ml amp x10;152;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D03AA**;201603;Levertran;25%;salve;100 ml;827,4;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413,7;0;10;;;;;;;;;;;;;;;;;;;;;;;;;413,7;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D03AA**;720777;Levertran Løhr vaselin;25%;salve;55 ml;9.816,10;0;185;;;;;;;;;;;;;795,9;0;15;;;;;;;530,6;0;10;;;;795,9;0;15;;;;;;;530,6;0;10;;;;;;;;;;;;;530,6;0;10;;;;;;;;;;;;;;;;;;;;;;530,6;0;10;;;;;;;795,9;0;15;;;;;;;;;;1.061,20;0;20;;;;;;;;;;;;;;;;;;;530,6;0;10;;;;;;;795,9;0;15;;;;795,9;0;15;;;;;;;;;;530,6;0;10;1.061,20;0;20;530,6;0;10;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D06AX01;431023;Fucidin;2%;salve;15 g;751,07;285;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,12;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197,65;75;5;;;;;;;;;;;;;;;;;;;;;;118,59;45;3;;;;;;;;;;79,06;30;2;;;;;;;;;;;;;;;;;;;;;;197,65;75;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D06BA01;870495;Silvederma (ls);10 mg/g;creme;50 g;6.930,00;3.850,00;77;;;;;;;;;;900;500;10;;;;;;;;;;900;500;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;250;5;;;;;;;540;300;6;;;;;;;;;;900;500;10;;;;;;;;;;900;500;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;300;6;;;;;;;;;;900;500;10;;;;;;;900;500;10;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D07AB02;400422;Locoid;0,10%;creme;30 g;1.774,44;1.860,00;62;171,72;180;6;;;;;;;171,72;180;6;;;;;;;;;;;;;;;;171,72;180;6;;;;;;;;;;;;;143,1;150;5;;;;;;;;;;;;;;;;286,2;300;10;143,1;150;5;;;;;;;;;;;;;;;;143,1;150;5;;;;;;;;;;;;;;;;171,72;180;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171,72;180;6;200,34;210;7;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D07CC01;161208;Fucicort;1+20 mg/g;creme;15 g;4.278,00;1.380,00;92;;;;;;;;;;;;;;;;;;;279;90;6;;;;;;;465;150;10;;;;;;;;;;;;;;;;;;;;;;186;60;4;;;;;;;;;;232,5;75;5;232,5;75;5;;;;;;;;;;;;;;;;;;;465;150;10;;;;;;;;;;46,5;15;1;186;60;4;;;;;;;;;;232,5;75;5;232,5;75;5;;;;139,5;45;3;;;;232,5;75;5;;;;;;;;;;139,5;45;3;279;90;6;465;150;10;465;150;10;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D07CC01;573568;Fucicort;1+20 mg/g;creme;30 g;502;150;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;502;150;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D08AC02;212045;Klorhexidinsprit;0,50%;kutanopløsning;500 ml;598,5;750;30;;;;;;;;;;;;;;;;;;;;;;598,5;750;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D08AC02;706044;Klorhexidinsprit SAiD;0,50%;kutanopløsning;500 mlx10;5.094,20;4.500,00;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;830,58;750;3;;;;;;;;;;;;;;;;;;;;;;;;;553,72;500;2;;;;;;;553,72;500;2;;;;;;;;;;830,58;750;3;;;;;;;;;;;;;;;;;;;;;;;;;872,1;750;3;;;;;;;581,4;500;2;;;;;;;;;;;;;872,1;750;3;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D08AC02;871335;Klorhexidinsprit;0,50%;kutanopløsning;6 x 500 ml;2.958,30;0;19;;;;622,8;0;4;;;;;;;;;;;;;778,5;0;5;;;;;;;;;;;;;;;;;;;778,5;0;5;;;;;;;;;;778,5;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D08AC52;705772;Klorhexidin-Cetrimid SAiD;0,2% - 0,1%;kutanopløsning;500 ml x10;5.651,62;2.500,00;10;;;;;;;;;;;;;;;;1.113,62;500;2;;;;;;;;;;;;;;;;;;;;;;1.670,43;750;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.113,62;500;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.753,95;750;3;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D09AA03;721057;Nitrofural 9,5 cm x 5 m;0,20%;imprægneret gaze;1 stk.;31.320,36;71;71;;;;;;;;;;2.166,00;5;5;;;;;;;;;;;;;1.732,80;4;4;;;;;;;;;;2.599,20;6;6;;;;1.732,80;4;4;;;;;;;4.332,00;10;10;;;;;;;;;;;;;;;;2.599,20;6;6;;;;2.166,00;5;5;;;;;;;;;;;;;;;;;;;2.166,00;5;5;;;;;;;;;;;;;2.274,30;5;5;;;;;;;4.548,60;10;10;;;;;;;;;;;;;2.274,30;5;5;;;;;;;;;;;;;2.729,16;6;6;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);D11AF**;720533;Lapis;30%;kutanopløsning;30 ml;699;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;0;1;;;;466;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);H02AB08;562056;Triamcinolonacetonid Paranova;40 mg/ml;inj.væske,suspension;5 x 1 ml;10.725,26;1.253,35;47;547,74;80;3;;;;;;;547,74;80;3;;;;;;;;;;730,32;106,67;4;;;;547,74;80;3;;;;;;;;;;;;;365,16;53,33;2;;;;;;;998,32;106,67;4;;;;;;;1.247,90;133,34;5;;;;998,32;106,67;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.247,90;133,34;5;;;;;;;998,32;106,67;4;;;;;;;;;;;;;748,74;80;3;;;;;;;;;;748,74;80;3;998,32;106,67;4;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);J01CA04;489433;Amoxicillin 2care4;500 mg;filmovertrukne tabl.;36 stk. (blister);42,14;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,14;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);J01CA08;54332;Selexid;400 mg;filmovertrukne tabl.;20 stk. (blister);91,26;13,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,26;13,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);J01CF01;41855;Dicillin;500 mg;kapsler, hårde;100 stk. (blister);1.727,36;450;18;;;;;;;;;;176,28;50;2;175,88;50;2;;;;175,88;50;2;;;;;;;;;;;;;;;;;;;;;;436,2;125;5;;;;;;;;;;;;;;;;;;;356,34;75;3;;;;212,54;50;2;;;;;;;;;;;;;194,24;50;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);J01CF01;43175;Dicloxacillin Alternova;500 mg;kapsler, hårde;100 stk.;937,98;225;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;506,08;100;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;172,76;50;2;;;;;;;;;;;;;;;;172,76;50;2;86,38;25;1;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);M01AE01;27363;Ibumetin;400 mg;filmovertrukne tabl.;250 stk.;302,68;500;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,7;166,67;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,35;83,33;1;;;;;;;51,35;83,33;1;51,35;83,33;1;;;;;;;;;;;;;;;;;;;45,93;83,33;1;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB02;443122;Xylocain;10 mg/ml;inj.væske, opløsning;5 x 20 ml;911,18;95;19;;;;;;;;;;;;;;;;;;;;;;54,22;5;1;;;;;;;108,44;10;2;;;;;;;108,44;10;2;;;;;;;;;;;;;91,44;10;2;;;;;;;45,72;5;1;91,44;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,44;10;2;;;;;;;;;;;;;91,44;10;2;;;;;;;45,72;5;1;;;;91,44;10;2;;;;;;;;;;;;;91,44;10;2;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB02;591418;Xylocain;20 mg/ml;inj.væske, opløsning;5 x 20 ml;383,39;80;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,68;20;2;;;;;;;;;;;;;;;;95,68;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,84;10;1;;;;;;;95,68;20;2;;;;;;;;;;;;;;;;;;;;;;48,51;10;1;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB02;911007;Lidocain;4%;uretral gel;10 x 5 ml;1.321,56;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644,66;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;676,9;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB20;375628;Tapin;2,5 %+2,5 %;creme;5 x 5 g + 12 plastre;741,65;35;7;;;;;;;;;;;;;;;;;;;529,75;25;5;;;;;;;;;;;;;;;;;;;211,9;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB20;388256;Emla;25+25 mg/g;creme;5 x 5 g + 12 plastre;2.224,82;130;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256,71;15;3;;;;;;;;;;;;;;;;;;;;;;427,85;25;5;;;;;;;;;;;;;;;;;;;;;;;;;427,85;25;5;;;;;;;;;;;;;;;;342,28;20;4;;;;;;;342,28;20;4;;;;;;;;;;;;;;;;427,85;25;5;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB20;558386;Emla;25+25 mg;medicinsk plaster;20 stk.;1.886,64;140;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;269,52;20;1;;;;808,56;60;3;808,56;60;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB51;121374;Marcain-adrenalin;2,5 mg + 5 mikrog/ml;inj.væske, opløsning;5 x 20 ml;759,4;20;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379,7;10;2;;;;;;;;;;;;;;;;;;;;;;379,7;10;2;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB51;872377;Marcain-Adrenalin (ls);2,5 mg/ml +5 mikrog/ml;inj.væske, opløsning;5 x 20 ml;373,96;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373,96;10;2;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB51;872378;Marcain-Adrenalin (ls);5 mg/ml +5 mikrog/ml;inj.væske, opløsning;5 x 20 ml;373,96;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373,96;20;2;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N01BB52;745463;Lidokain-noradrenalin SAD;10 mg/5 mikrog/ml;injektionsvæske;10 ml amp x10;97.486,10;1.750,00;350;4.138,35;75;15;4.179,75;75;15;;;;4.179,75;75;15;;;;2.786,50;50;10;;;;4.179,75;75;15;;;;4.179,75;75;15;4.179,75;75;15;;;;;;;2.786,50;50;10;;;;2.786,50;50;10;4.179,75;75;15;4.179,75;75;15;;;;;;;4.179,75;75;15;2.786,50;50;10;2.786,50;50;10;;;;4.179,75;75;15;2.786,50;50;10;;;;;;;4.179,75;75;15;;;;;;;;;;2.786,50;50;10;2.786,50;50;10;;;;;;;4.179,75;75;15;;;;2.786,50;50;10;;;;;;;4.179,75;75;15;;;;;;;2.786,50;50;10;2.786,50;50;10;;;;2.786,50;50;10;2.786,50;50;10;4.179,75;75;15;2.786,50;50;10;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N02BA51;556200;Triplo;500+50 mg;brusetabletter;60 stk. (3 x 20);35,66;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,66;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N02BE01;64318;Paracetamol Orifarm;500 mg;filmovertrukne tabl.;300 stk.;45,08;100;2;;;;;;;;;;;;;;;;;;;45,08;100;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N02BE01;83644;Panodil;500 mg;filmovertrukne tabl.;300 stk.;211,05;400;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,09;50;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,98;50;1;;;;;;;;;;;;;;;;;;;;;;;;;27,96;50;1;27,96;50;1;;;;;;;;;;23,7;50;1;47,4;100;2;;;;;;;;;;;;;;;;;;;;;;27,96;50;1;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N02BE01;729287;Paracetamol (ls);1.000 mg;suppositorier;10 stk.;86,34;9,99;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,56;6,66;2;;;;;;;;;;;;;;;;;;;;;;;;;28,78;3,33;1;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N05CD08;2245;Midazolam Hameln;1 mg/ml;inj.-/inf.vsk.,opl.;10 x 5 ml;45,39;10;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,13;3,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,13;3,33;1;15,13;3,33;1;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);N05CD08;720136;Midazolam;1 mg/ml;oral opløsning;100 ml;1.592,00;26,67;4;;;;;;;;;;;;;;;;398;6,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;398;6,67;1;;;;;;;;;;;;;;;;;;;;;;;;;398;6,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;398;6,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);S01HA01;722517;Kokain;40 mg/ml;øjendrb., opløsning;10 ml;271;0;1;271;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);S01HA01;911034;Cocain;4%;øjendråber;10 ml;690;49,98;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;16,66;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;16,66;1;230;16,66;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);S01AA01;190036;Kloramfenikol Santen;10 mg/g;øjensalve;3,5 g;1.125,00;145,83;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;23,33;4;;;;;;;;;;;;;180;23,33;4;;;;;;;;;;;;;;;;;;;;;;135;17,5;3;;;;;;;;;;;;;;;;;;;225;29,17;5;;;;;;;;;;;;;;;;;;;;;;405;52,5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);S01AA01;549654;Kloramfenikol Santen;5 mg/ml;øjendrb.,opl.,endos.;30 x 0,25 ml;484,24;40;8;;;;181,59;15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181,59;15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,06;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);V03AB17;911225;Methylthioniniumchlorid;10 mg/ml;injektionsvæske;10 x 10 ml;586,86;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,86;0;1;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);V07A***;818948;Plastickassette;15 x 30 cm;_;1 stk.;163,16;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163,16;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);V07A***;819383;Plastickassette;15 x 15 cm;_;1 stk.;89,73;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89,73;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);V07AB**;179183;Sterile Water Fresenius Kabi;_;solv. t parent. anv.;20 x 20 ml (PE amp);295,12;680;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,52;280;7;173,6;400;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22610-A2261014 Amb U/S;226101400 OrtopædPlastBrand (Amb);V07AB**;405168;Natriumklorid Fres.Kabi 9mg/ml;9 mg/ml;solv. t parent. anv.;20 x 20 ml;2.849,55;6.600,00;165;;;;;;;;;;103,62;240;6;;;;;;;103,62;240;6;;;;;;;103,62;240;6;;;;;;;103,62;240;6;345,4;800;20;;;;;;;;;;;;;;;;;;;172,7;400;10;;;;;;;345,4;800;20;;;;;;;;;;69,08;160;4;172,7;400;10;;;;;;;;;;172,7;400;10;;;;;;;;;;;;;207,24;480;12;;;;103,62;240;6;;;;259,05;600;15;;;;;;;103,62;240;6;172,7;400;10;;;;155,43;360;9;;;;;;;155,43;360;9;;;
